gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
5757,196212290STL,NBA,0,1963,12/29/1962,38,0,STL,Hawks,102,1503.8174,1508.9536,42.92968,BOS,Celtics,100,1620.7246,1615.5884,H,W,0.47568774,
5758,196212290SYR,NBA,1,1963,12/29/1962,36,0,LAL,Lakers,132,1613.6276,1625.4658,54.616154,SYR,Sixers,123,1570.1326,1558.2943,A,W,0.41939223,
5758,196212290SYR,NBA,0,1963,12/29/1962,34,0,SYR,Sixers,123,1570.1326,1558.2943,48.036396,LAL,Lakers,132,1613.6276,1625.4658,H,L,0.58060777,
5759,196212300CHZ,NBA,0,1963,12/30/1962,40,0,CHZ,Wizards,100,1318.2379,1312.397,23.507957,STL,Hawks,107,1508.9536,1514.7946,H,L,0.37233758,
5759,196212300CHZ,NBA,1,1963,12/30/1962,39,0,STL,Hawks,107,1508.9536,1514.7946,43.540535,CHZ,Wizards,100,1318.2379,1312.397,A,W,0.62766242,
5760,196212300DET,NBA,1,1963,12/30/1962,37,0,LAL,Lakers,135,1625.4658,1629.4982,54.99118,DET,Pistons,130,1392.1569,1388.1245,A,W,0.68295562,
5760,196212300DET,NBA,0,1963,12/30/1962,38,0,DET,Pistons,130,1392.1569,1388.1245,30.495983,LAL,Lakers,135,1625.4658,1629.4982,H,L,0.31704438,
5761,196301010CIN,NBA,1,1963,1/1/1963,38,0,NYK,Knicks,106,1392.3621,1389.7079,30.651331,CIN,Kings,112,1528.7911,1531.4453,A,L,0.20407861,
5761,196301010CIN,NBA,0,1963,1/1/1963,36,0,CIN,Kings,112,1528.7911,1531.4453,45.274792,NYK,Knicks,106,1392.3621,1389.7079,H,W,0.79592139,
5762,196301020DET,NBA,1,1963,1/2/1963,37,0,CIN,Kings,118,1531.4453,1512.3722,43.287323,DET,Pistons,138,1388.1245,1407.1976,A,L,0.56202257,
5762,196301020DET,NBA,0,1963,1/2/1963,39,0,DET,Pistons,138,1388.1245,1407.1976,32.387497,CIN,Kings,118,1531.4453,1512.3722,H,W,0.43797743,
5763,196301020SFW,NBA,0,1963,1/2/1963,37,0,SFW,Warriors,120,1475.0439,1463.5183,38.169655,BOS,Celtics,135,1615.5884,1627.114,H,L,0.4419153,
5763,196301020SFW,NBA,1,1963,1/2/1963,35,0,BOS,Celtics,135,1615.5884,1627.114,54.769756,SFW,Warriors,120,1475.0439,1463.5183,A,W,0.55808473,
5764,196301020SYR,NBA,1,1963,1/2/1963,40,0,STL,Hawks,95,1514.7946,1504.3219,42.44466,SYR,Sixers,120,1558.2943,1568.767,A,L,0.30448073,
5764,196301020SYR,NBA,0,1963,1/2/1963,35,0,SYR,Sixers,120,1558.2943,1568.767,49.097443,STL,Hawks,95,1514.7946,1504.3219,H,W,0.69551927,
5765,196301030NYK,NBA,1,1963,1/3/1963,36,0,SYR,Sixers,115,1568.767,1556.9065,47.895023,NYK,Knicks,123,1389.7079,1401.5684,A,L,0.61185127,at Baltimore MD
5765,196301030NYK,NBA,0,1963,1/3/1963,39,0,NYK,Knicks,123,1389.7079,1401.5684,31.824808,SYR,Sixers,115,1568.767,1556.9065,H,W,0.38814873,at Baltimore MD
5766,196301040CIN,NBA,0,1963,1/4/1963,38,0,CIN,Kings,130,1512.3722,1514.5248,43.512344,SFW,Warriors,129,1463.5183,1461.3657,H,W,0.7020067,
5766,196301040CIN,NBA,1,1963,1/4/1963,38,0,SFW,Warriors,129,1463.5183,1461.3657,37.945019,CIN,Kings,130,1512.3722,1514.5248,A,L,0.2979933,
5767,196301040DET,NBA,1,1963,1/4/1963,41,0,STL,Hawks,121,1504.3219,1521.4491,44.235088,DET,Pistons,100,1407.1976,1390.0704,A,W,0.49586159,at New York NY
5767,196301040DET,NBA,0,1963,1/4/1963,40,0,DET,Pistons,100,1407.1976,1390.0704,30.686945,STL,Hawks,121,1504.3219,1521.4491,H,L,0.50413841,at New York NY
5768,196301040LAL,NBA,0,1963,1/4/1963,38,0,LAL,Lakers,125,1629.4982,1632.6849,55.285706,BOS,Celtics,123,1627.114,1623.9272,H,W,0.64322072,
5768,196301040LAL,NBA,1,1963,1/4/1963,36,0,BOS,Celtics,123,1627.114,1623.9272,54.472378,LAL,Lakers,125,1629.4982,1632.6849,A,L,0.35677928,
5769,196301040NYK,NBA,0,1963,1/4/1963,40,0,NYK,Knicks,129,1401.5684,1408.9817,32.566547,CHZ,Wizards,108,1312.397,1304.9836,H,W,0.74818546,
5769,196301040NYK,NBA,1,1963,1/4/1963,41,0,CHZ,Wizards,108,1312.397,1304.9836,22.877054,NYK,Knicks,129,1401.5684,1408.9817,A,L,0.25181454,
5770,196301050CHZ,NBA,0,1963,1/5/1963,42,0,CHZ,Wizards,126,1304.9836,1301.7383,22.604153,SFW,Warriors,127,1461.3657,1464.6111,H,L,0.41956452,
5770,196301050CHZ,NBA,1,1963,1/5/1963,39,0,SFW,Warriors,127,1461.3657,1464.6111,38.283756,CHZ,Wizards,126,1304.9836,1301.7383,A,W,0.58043551,
5771,196301050CIN,NBA,0,1963,1/5/1963,39,0,CIN,Kings,117,1514.5248,1495.2296,41.491493,SYR,Sixers,136,1556.9065,1576.2017,H,L,0.58216751,at Utica NY
5771,196301050CIN,NBA,1,1963,1/5/1963,37,0,SYR,Sixers,136,1556.9065,1576.2017,49.843994,CIN,Kings,117,1514.5248,1495.2296,A,W,0.41783249,at Utica NY
5772,196301050DET,NBA,1,1963,1/5/1963,42,0,STL,Hawks,90,1521.4491,1516.0464,43.671314,DET,Pistons,92,1390.0704,1395.4731,A,L,0.54503512,
5772,196301050DET,NBA,0,1963,1/5/1963,41,0,DET,Pistons,92,1390.0704,1395.4731,31.219627,STL,Hawks,90,1521.4491,1516.0464,H,W,0.45496485,
5773,196301050LAL,NBA,1,1963,1/5/1963,37,0,BOS,Celtics,104,1623.9272,1620.8298,54.181801,LAL,Lakers,106,1632.6849,1635.7823,A,L,0.34840453,
5773,196301050LAL,NBA,0,1963,1/5/1963,39,0,LAL,Lakers,106,1632.6849,1635.7823,55.570374,BOS,Celtics,104,1623.9272,1620.8298,H,W,0.65159547,
5774,196301060CIN,NBA,1,1963,1/6/1963,40,0,LAL,Lakers,120,1635.7823,1639.2423,55.886471,CIN,Kings,119,1495.2296,1491.7697,A,W,0.55809653,
5774,196301060CIN,NBA,0,1963,1/6/1963,40,0,CIN,Kings,119,1495.2296,1491.7697,41.128582,LAL,Lakers,120,1635.7823,1639.2423,H,L,0.4419035,
5775,196301060NYK,NBA,0,1963,1/6/1963,41,0,NYK,Knicks,102,1408.9817,1403.1333,31.980881,DET,Pistons,103,1395.4731,1401.3215,H,L,0.65777797,
5775,196301060NYK,NBA,1,1963,1/6/1963,42,0,DET,Pistons,103,1395.4731,1401.3215,31.800217,NYK,Knicks,102,1408.9817,1403.1333,A,W,0.34222203,
5776,196301060STL,NBA,1,1963,1/6/1963,40,0,SFW,Warriors,103,1464.6111,1458.8185,37.679443,STL,Hawks,114,1516.0464,1521.839,A,L,0.2948941,
5776,196301060STL,NBA,0,1963,1/6/1963,43,0,STL,Hawks,114,1516.0464,1521.839,44.275726,SFW,Warriors,103,1464.6111,1458.8185,H,W,0.7051059,
5777,196301060SYR,NBA,0,1963,1/6/1963,38,0,SYR,Sixers,114,1576.2017,1578.0607,50.029732,CHZ,Wizards,102,1301.7383,1299.8793,H,W,0.89618945,
5777,196301060SYR,NBA,1,1963,1/6/1963,43,0,CHZ,Wizards,102,1301.7383,1299.8793,22.44874,SYR,Sixers,114,1576.2017,1578.0607,A,L,0.10381055,
5778,196301080CIN,NBA,0,1963,1/8/1963,41,0,CIN,Kings,116,1491.7697,1485.8942,40.512295,SYR,Sixers,119,1578.0607,1583.9362,H,L,0.51971859,at Dayton OH
5778,196301080CIN,NBA,1,1963,1/8/1963,39,0,SYR,Sixers,119,1578.0607,1583.9362,50.61417,CIN,Kings,116,1491.7697,1485.8942,A,W,0.48028141,at Dayton OH
5779,196301080DET,NBA,1,1963,1/8/1963,42,0,NYK,Knicks,93,1403.1333,1393.6873,31.043148,DET,Pistons,109,1401.3215,1410.7676,A,L,0.36234123,at Toledo OH
5779,196301080DET,NBA,0,1963,1/8/1963,43,0,DET,Pistons,109,1401.3215,1410.7676,32.746124,NYK,Knicks,93,1403.1333,1393.6873,H,W,0.63765877,at Toledo OH
5780,196301080SFW,NBA,0,1963,1/8/1963,41,0,SFW,Warriors,112,1458.8185,1452.7523,37.048145,BOS,Celtics,118,1620.8298,1626.896,H,L,0.4116942,
5780,196301080SFW,NBA,1,1963,1/8/1963,38,0,BOS,Celtics,118,1620.8298,1626.896,54.749466,SFW,Warriors,112,1458.8185,1452.7523,A,W,0.58830583,
5781,196301080STL,NBA,1,1963,1/8/1963,41,0,LAL,Lakers,99,1639.2423,1644.4802,56.361134,STL,Hawks,96,1521.839,1516.6011,A,W,0.52502447,
5781,196301080STL,NBA,0,1963,1/8/1963,44,0,STL,Hawks,96,1521.839,1516.6011,43.729248,LAL,Lakers,99,1639.2423,1644.4802,H,L,0.47497553,
5782,196301090CHZ,NBA,1,1963,1/9/1963,39,0,BOS,Celtics,123,1626.896,1609.4342,53.100178,CHZ,Wizards,131,1299.8793,1317.3411,A,L,0.78697944,
5782,196301090CHZ,NBA,0,1963,1/9/1963,44,0,CHZ,Wizards,131,1299.8793,1317.3411,23.934452,BOS,Celtics,123,1626.896,1609.4342,H,W,0.21302058,
5783,196301090DET,NBA,0,1963,1/9/1963,44,0,DET,Pistons,115,1410.7676,1405.5751,32.224949,LAL,Lakers,123,1644.4802,1649.6727,H,L,0.31654143,
5783,196301090DET,NBA,1,1963,1/9/1963,42,0,LAL,Lakers,123,1644.4802,1649.6727,56.827,DET,Pistons,115,1410.7676,1405.5751,A,W,0.68345857,
5784,196301090NYK,NBA,0,1963,1/9/1963,43,0,NYK,Knicks,95,1393.6873,1381.3368,29.833727,STL,Hawks,110,1516.6011,1528.9515,H,L,0.4670721,at Detroit MI
5784,196301090NYK,NBA,1,1963,1/9/1963,45,0,STL,Hawks,110,1516.6011,1528.9515,45.015881,NYK,Knicks,95,1393.6873,1381.3368,A,W,0.53292787,at Detroit MI
5785,196301090SYR,NBA,1,1963,1/9/1963,42,0,CIN,Kings,116,1485.8942,1497.2821,41.706745,SYR,Sixers,112,1583.9362,1572.5482,A,W,0.24231642,
5785,196301090SYR,NBA,0,1963,1/9/1963,40,0,SYR,Sixers,112,1583.9362,1572.5482,49.477867,CIN,Kings,116,1485.8942,1497.2821,H,L,0.75768358,
5786,196301100CIN,NBA,0,1963,1/10/1963,43,0,CIN,Kings,130,1497.2821,1507.4552,42.772823,BOS,Celtics,121,1609.4342,1599.2611,H,W,0.48251885,
5786,196301100CIN,NBA,1,1963,1/10/1963,40,0,BOS,Celtics,121,1609.4342,1599.2611,52.118694,CIN,Kings,130,1497.2821,1507.4552,A,L,0.51748115,
5787,196301110BOS,NBA,0,1963,1/11/1963,41,0,BOS,Celtics,134,1599.2611,1607.9142,52.954456,SYR,Sixers,117,1572.5482,1563.8951,H,W,0.67467755,
5787,196301110BOS,NBA,1,1963,1/11/1963,41,0,SYR,Sixers,117,1572.5482,1563.8951,48.605156,BOS,Celtics,134,1599.2611,1607.9142,A,L,0.32532245,
5788,196301110DET,NBA,0,1963,1/11/1963,45,0,DET,Pistons,116,1405.5751,1408.3545,32.503563,CHZ,Wizards,112,1317.3411,1314.5616,H,W,0.74716747,
5788,196301110DET,NBA,1,1963,1/11/1963,45,0,CHZ,Wizards,112,1317.3411,1314.5616,23.69413,DET,Pistons,116,1405.5751,1408.3545,A,L,0.25283253,
5789,196301110SFW,NBA,0,1963,1/11/1963,42,0,SFW,Warriors,129,1452.7523,1447.9974,36.554619,LAL,Lakers,134,1649.6727,1654.4276,H,L,0.36402917,
5789,196301110SFW,NBA,1,1963,1/11/1963,43,0,LAL,Lakers,134,1649.6727,1654.4276,57.249439,SFW,Warriors,129,1452.7523,1447.9974,A,W,0.63597083,
5790,196301120CHZ,NBA,1,1963,1/12/1963,44,0,NYK,Knicks,97,1381.3368,1360.6794,27.857866,CHZ,Wizards,130,1314.5616,1335.219,A,L,0.45233083,
5790,196301120CHZ,NBA,0,1963,1/12/1963,46,0,CHZ,Wizards,130,1314.5616,1335.219,25.513838,NYK,Knicks,97,1381.3368,1360.6794,H,W,0.54766917,
5791,196301120DET,NBA,1,1963,1/12/1963,42,0,SYR,Sixers,115,1563.8951,1536.7457,45.823929,DET,Pistons,146,1408.3545,1435.5039,A,L,0.57925546,at Rochester NY
5791,196301120DET,NBA,0,1963,1/12/1963,46,0,DET,Pistons,146,1408.3545,1435.5039,35.26442,SYR,Sixers,115,1563.8951,1536.7457,H,W,0.42074457,at Rochester NY
5792,196301120LAL,NBA,0,1963,1/12/1963,44,0,LAL,Lakers,119,1654.4276,1656.0813,57.395412,SFW,Warriors,114,1447.9974,1446.3438,H,W,0.85370415,
5792,196301120LAL,NBA,1,1963,1/12/1963,43,0,SFW,Warriors,114,1447.9974,1446.3438,36.38327,LAL,Lakers,119,1654.4276,1656.0813,A,L,0.14629585,
5793,196301120STL,NBA,0,1963,1/12/1963,46,0,STL,Hawks,115,1528.9515,1533.6305,45.501381,CIN,Kings,109,1507.4552,1502.7762,H,W,0.66805232,
5793,196301120STL,NBA,1,1963,1/12/1963,44,0,CIN,Kings,109,1507.4552,1502.7762,42.282707,STL,Hawks,115,1528.9515,1533.6305,A,L,0.33194768,
5794,196301130BOS,NBA,0,1963,1/13/1963,42,0,BOS,Celtics,143,1607.9142,1612.5972,53.402336,CHZ,Wizards,99,1335.219,1330.536,H,W,0.8952387,
5794,196301130BOS,NBA,1,1963,1/13/1963,47,0,CHZ,Wizards,99,1335.219,1330.536,25.094612,BOS,Celtics,143,1607.9142,1612.5972,A,L,0.1047613,
5795,196301130CIN,NBA,1,1963,1/13/1963,47,0,STL,Hawks,105,1533.6305,1538.7495,46.031078,CIN,Kings,104,1502.7762,1497.6572,A,W,0.40178454,
5795,196301130CIN,NBA,0,1963,1/13/1963,45,0,CIN,Kings,104,1502.7762,1497.6572,41.746082,STL,Hawks,105,1533.6305,1538.7495,H,L,0.59821546,
5796,196301130LAL,NBA,1,1963,1/13/1963,45,0,NYK,Knicks,102,1360.6794,1359.5853,27.754984,LAL,Lakers,108,1656.0813,1657.1754,A,L,0.093120456,
5796,196301130LAL,NBA,0,1963,1/13/1963,45,0,LAL,Lakers,108,1656.0813,1657.1754,57.491718,NYK,Knicks,102,1360.6794,1359.5853,H,W,0.90687954,
5797,196301130SYR,NBA,1,1963,1/13/1963,47,0,DET,Pistons,114,1435.5039,1425.6409,34.253857,SYR,Sixers,148,1536.7457,1546.6088,A,L,0.23895067,
5797,196301130SYR,NBA,0,1963,1/13/1963,43,0,SYR,Sixers,148,1536.7457,1546.6088,46.840958,DET,Pistons,114,1435.5039,1425.6409,H,W,0.76104933,
5798,196301140SFW,NBA,0,1963,1/14/1963,44,0,SFW,Warriors,142,1446.3438,1450.3635,36.800049,NYK,Knicks,134,1359.5853,1355.5656,H,W,0.74555951,
5798,196301140SFW,NBA,1,1963,1/14/1963,46,0,NYK,Knicks,134,1359.5853,1355.5656,27.378595,SFW,Warriors,142,1446.3438,1450.3635,A,L,0.25444049,
5799,196301170BOS,NBA,0,1963,1/17/1963,43,0,BOS,Celtics,110,1612.5972,1614.8367,53.615379,CHZ,Wizards,93,1330.536,1328.2965,H,W,0.90018851,at Baltimore MD
5799,196301170BOS,NBA,1,1963,1/17/1963,48,0,CHZ,Wizards,93,1330.536,1328.2965,24.895496,BOS,Celtics,110,1612.5972,1614.8367,A,L,0.099811494,at Baltimore MD
5800,196301170SFW,NBA,1,1963,1/17/1963,47,0,NYK,Knicks,113,1355.5656,1377.4607,29.458326,SFW,Warriors,100,1450.3635,1428.4684,A,W,0.24576145,
5800,196301170SFW,NBA,0,1963,1/17/1963,45,0,SFW,Warriors,100,1450.3635,1428.4684,34.542763,NYK,Knicks,113,1355.5656,1377.4607,H,L,0.75423855,
5801,196301180BOS,NBA,0,1963,1/18/1963,44,0,BOS,Celtics,122,1614.8367,1618.2815,53.941624,CIN,Kings,114,1497.6572,1494.2124,H,W,0.77733195,
5801,196301180BOS,NBA,1,1963,1/18/1963,46,0,CIN,Kings,114,1497.6572,1494.2124,41.384808,BOS,Celtics,122,1614.8367,1618.2815,A,L,0.22266805,
5802,196301180CHZ,NBA,0,1963,1/18/1963,49,0,CHZ,Wizards,108,1328.2965,1325.0544,24.608828,LAL,Lakers,116,1657.1754,1660.4175,H,L,0.21122904,
5802,196301180CHZ,NBA,1,1963,1/18/1963,46,0,LAL,Lakers,116,1657.1754,1660.4175,57.775818,CHZ,Wizards,108,1328.2965,1325.0544,A,W,0.78877097,
5803,196301190CIN,NBA,0,1963,1/19/1963,47,0,CIN,Kings,114,1494.2124,1497.1528,41.693188,NYK,Knicks,108,1377.4607,1374.5203,H,W,0.77690548,
5803,196301190CIN,NBA,1,1963,1/19/1963,48,0,NYK,Knicks,108,1377.4607,1374.5203,29.174936,CIN,Kings,114,1494.2124,1497.1528,A,L,0.22309452,
5804,196301190STL,NBA,0,1963,1/19/1963,48,0,STL,Hawks,116,1538.7495,1540.6489,46.2272,SFW,Warriors,114,1428.4684,1426.569,H,W,0.77038306,
5804,196301190STL,NBA,1,1963,1/19/1963,46,0,SFW,Warriors,114,1428.4684,1426.569,34.348614,STL,Hawks,116,1538.7495,1540.6489,A,L,0.22961694,
5805,196301190SYR,NBA,1,1963,1/19/1963,45,0,BOS,Celtics,148,1618.2815,1614.6506,53.597713,SYR,Sixers,149,1546.6088,1550.2396,A,L,0.45932388,
5805,196301190SYR,NBA,0,1963,1/19/1963,44,0,SYR,Sixers,149,1546.6088,1550.2396,47.213585,BOS,Celtics,148,1618.2815,1614.6506,H,W,0.54067612,
5806,196301200BOS,NBA,1,1963,1/20/1963,47,0,LAL,Lakers,121,1660.4175,1650.9919,56.944607,BOS,Celtics,133,1614.6506,1624.0762,A,L,0.42258,
5806,196301200BOS,NBA,0,1963,1/20/1963,46,0,BOS,Celtics,133,1614.6506,1624.0762,54.486309,LAL,Lakers,121,1660.4175,1650.9919,H,W,0.57742,
5807,196301200CHZ,NBA,1,1963,1/20/1963,48,0,CIN,Kings,93,1497.1528,1476.2136,39.497498,CHZ,Wizards,113,1325.0544,1345.9937,A,L,0.60229373,
5807,196301200CHZ,NBA,0,1963,1/20/1963,50,0,CHZ,Wizards,113,1325.0544,1345.9937,26.492752,CIN,Kings,93,1497.1528,1476.2136,H,W,0.39770624,
5808,196301200STL,NBA,1,1963,1/20/1963,47,0,SFW,Warriors,115,1426.569,1425.0107,34.189568,STL,Hawks,116,1540.6489,1542.2072,A,L,0.22577155,
5808,196301200STL,NBA,0,1963,1/20/1963,49,0,STL,Hawks,116,1540.6489,1542.2072,46.387913,SFW,Warriors,115,1426.569,1425.0107,H,W,0.77422845,
5809,196301210LAL,NBA,1,1963,1/21/1963,48,0,DET,Pistons,94,1425.6409,1421.0187,33.783073,LAL,Lakers,124,1650.9919,1655.6141,A,L,0.13320982,
5809,196301210LAL,NBA,0,1963,1/21/1963,48,0,LAL,Lakers,124,1650.9919,1655.6141,57.354225,DET,Pistons,94,1425.6409,1421.0187,H,W,0.86679018,
5810,196301220NYK,NBA,1,1963,1/22/1963,47,0,BOS,Celtics,124,1624.0762,1633.9607,55.403145,NYK,Knicks,100,1374.5203,1364.6357,A,W,0.70285141,
5810,196301220NYK,NBA,0,1963,1/22/1963,49,0,NYK,Knicks,100,1374.5203,1364.6357,28.231424,BOS,Celtics,124,1624.0762,1633.9607,H,L,0.29714862,
5811,196301220SFW,NBA,0,1963,1/22/1963,48,0,SFW,Warriors,107,1425.0107,1412.2289,32.893303,DET,Pistons,115,1421.0187,1433.8005,H,L,0.64534199,
5811,196301220SFW,NBA,1,1963,1/22/1963,49,0,DET,Pistons,115,1421.0187,1433.8005,35.089348,SFW,Warriors,107,1425.0107,1412.2289,A,W,0.35465801,
5812,196301220STL,NBA,1,1963,1/22/1963,45,0,SYR,Sixers,93,1550.2396,1538.929,46.049618,STL,Hawks,113,1542.2072,1553.5178,A,L,0.37065506,at New York NY
5812,196301220STL,NBA,0,1963,1/22/1963,50,0,STL,Hawks,113,1542.2072,1553.5178,47.549122,SYR,Sixers,93,1550.2396,1538.929,H,W,0.62934494,at New York NY
5813,196301230CHZ,NBA,0,1963,1/23/1963,51,0,CHZ,Wizards,104,1345.9937,1360.134,27.806557,SYR,Sixers,94,1538.929,1524.7886,H,W,0.36935645,
5813,196301230CHZ,NBA,1,1963,1/23/1963,46,0,SYR,Sixers,94,1538.929,1524.7886,44.582958,CHZ,Wizards,104,1345.9937,1360.134,A,L,0.63064355,
5814,196301230CIN,NBA,0,1963,1/23/1963,49,0,CIN,Kings,138,1476.2136,1484.807,40.398277,BOS,Celtics,133,1633.9607,1625.3673,H,W,0.41765219,
5814,196301230CIN,NBA,1,1963,1/23/1963,48,0,BOS,Celtics,133,1633.9607,1625.3673,54.60696,CIN,Kings,138,1476.2136,1484.807,A,L,0.58234781,
5815,196301230LAL,NBA,0,1963,1/23/1963,49,0,LAL,Lakers,123,1655.6141,1656.9779,57.47435,DET,Pistons,119,1433.8005,1432.4368,H,W,0.86442131,
5815,196301230LAL,NBA,1,1963,1/23/1963,50,0,DET,Pistons,119,1433.8005,1432.4368,34.949337,LAL,Lakers,123,1655.6141,1656.9779,A,L,0.13557869,
5816,196301240BOS,NBA,0,1963,1/24/1963,49,0,BOS,Celtics,111,1625.3673,1627.6702,54.821491,STL,Hawks,109,1553.5178,1551.215,H,W,0.72893882,at Providence RI
5816,196301240BOS,NBA,1,1963,1/24/1963,51,0,STL,Hawks,109,1553.5178,1551.215,47.313507,BOS,Celtics,111,1625.3673,1627.6702,A,L,0.27106118,at Providence RI
5817,196301240DET,NBA,0,1963,1/24/1963,51,0,DET,Pistons,114,1432.4368,1404.9762,32.165028,SFW,Warriors,138,1412.2289,1439.6895,H,L,0.6664055,at Bakersfield CA
5817,196301240DET,NBA,1,1963,1/24/1963,49,0,SFW,Warriors,138,1412.2289,1439.6895,35.695499,DET,Pistons,114,1432.4368,1404.9762,A,W,0.3335945,at Bakersfield CA
5818,196301250BOS,NBA,0,1963,1/25/1963,50,0,BOS,Celtics,113,1627.6702,1633.9432,55.401543,STL,Hawks,98,1551.215,1544.9419,H,W,0.73414546,
5818,196301250BOS,NBA,1,1963,1/25/1963,52,0,STL,Hawks,98,1551.215,1544.9419,46.669556,BOS,Celtics,113,1627.6702,1633.9432,A,L,0.26585454,
5819,196301250CHZ,NBA,1,1963,1/25/1963,52,0,DET,Pistons,113,1404.9762,1410.8269,32.752094,CHZ,Wizards,111,1360.134,1354.2833,A,W,0.4212817,
5819,196301250CHZ,NBA,0,1963,1/25/1963,52,0,CHZ,Wizards,111,1360.134,1354.2833,27.259071,DET,Pistons,113,1404.9762,1410.8269,H,L,0.5787183,
5820,196301250LAL,NBA,1,1963,1/25/1963,47,0,SYR,Sixers,114,1524.7886,1521.6022,44.251041,LAL,Lakers,122,1656.9779,1660.1643,A,L,0.20807153,at San Diego CA
5820,196301250LAL,NBA,0,1963,1/25/1963,50,0,LAL,Lakers,122,1656.9779,1660.1643,57.753704,SYR,Sixers,114,1524.7886,1521.6022,H,W,0.79192847,at San Diego CA
5821,196301250NYK,NBA,0,1963,1/25/1963,50,0,NYK,Knicks,112,1364.6357,1360.1564,27.808657,CIN,Kings,114,1484.807,1489.2864,H,L,0.4710038,
5821,196301250NYK,NBA,1,1963,1/25/1963,50,0,CIN,Kings,114,1484.807,1489.2864,40.868099,NYK,Knicks,112,1364.6357,1360.1564,A,W,0.52899623,
5822,196301260CIN,NBA,0,1963,1/26/1963,51,0,CIN,Kings,142,1489.2864,1496.1051,41.583313,CHZ,Wizards,116,1354.2833,1347.4646,H,W,0.79458481,
5822,196301260CIN,NBA,1,1963,1/26/1963,53,0,CHZ,Wizards,116,1354.2833,1347.4646,26.627911,CIN,Kings,142,1489.2864,1496.1051,A,L,0.20541519,
5823,196301260SFW,NBA,1,1963,1/26/1963,48,0,SYR,Sixers,116,1521.6022,1529.8566,45.109882,SFW,Warriors,110,1439.6895,1431.4351,A,W,0.47399378,
5823,196301260SFW,NBA,0,1963,1/26/1963,50,0,SFW,Warriors,110,1439.6895,1431.4351,34.846592,SYR,Sixers,116,1521.6022,1529.8566,H,L,0.52600622,
5824,196301270BOS,NBA,0,1963,1/27/1963,51,0,BOS,Celtics,123,1633.9432,1635.9084,55.581928,NYK,Knicks,110,1360.1564,1358.1912,H,W,0.89582664,
5824,196301270BOS,NBA,1,1963,1/27/1963,51,0,NYK,Knicks,110,1360.1564,1358.1912,27.624155,BOS,Celtics,123,1633.9432,1635.9084,A,L,0.10417336,
5825,196301270CHZ,NBA,0,1963,1/27/1963,54,0,CHZ,Wizards,126,1347.4646,1335.3268,25.523531,CIN,Kings,143,1496.1051,1508.2429,H,L,0.43045446,at Dayton OH
5825,196301270CHZ,NBA,1,1963,1/27/1963,52,0,CIN,Kings,143,1496.1051,1508.2429,42.855289,CHZ,Wizards,126,1347.4646,1335.3268,A,W,0.56954551,at Dayton OH
5826,196301270SFW,NBA,0,1963,1/27/1963,51,0,SFW,Warriors,110,1431.4351,1421.6447,33.846722,SYR,Sixers,119,1529.8566,1539.647,H,L,0.50227159,
5826,196301270SFW,NBA,1,1963,1/27/1963,49,0,SYR,Sixers,119,1529.8566,1539.647,46.123775,SFW,Warriors,110,1431.4351,1421.6447,A,W,0.49772841,
5827,196301270STL,NBA,0,1963,1/27/1963,53,0,STL,Hawks,101,1544.9419,1538.9672,46.053566,LAL,Lakers,105,1660.1643,1666.139,H,L,0.47810718,
5827,196301270STL,NBA,1,1963,1/27/1963,51,0,LAL,Lakers,105,1660.1643,1666.139,58.272495,STL,Hawks,101,1544.9419,1538.9672,A,W,0.52189279,
5828,196301290BOS,NBA,0,1963,1/29/1963,52,0,BOS,Celtics,100,1635.9084,1636.4633,55.63274,CHZ,Wizards,99,1335.3268,1334.772,H,W,0.90936726,at New York NY
5828,196301290BOS,NBA,1,1963,1/29/1963,55,0,CHZ,Wizards,99,1335.3268,1334.772,25.473654,BOS,Celtics,100,1635.9084,1636.4633,A,L,0.090632737,at New York NY
5829,196301290NYK,NBA,1,1963,1/29/1963,52,0,SFW,Warriors,123,1421.6447,1440.2866,35.757103,NYK,Knicks,103,1358.1912,1339.5492,A,W,0.44759846,
5829,196301290NYK,NBA,0,1963,1/29/1963,52,0,NYK,Knicks,103,1358.1912,1339.5492,25.904875,SFW,Warriors,123,1421.6447,1440.2866,H,L,0.55240154,
5830,196301290STL,NBA,0,1963,1/29/1963,54,0,STL,Hawks,123,1538.9672,1549.1495,47.101822,SYR,Sixers,105,1539.647,1529.4646,H,W,0.63916296,
5830,196301290STL,NBA,1,1963,1/29/1963,50,0,SYR,Sixers,105,1539.647,1529.4646,45.069176,STL,Hawks,123,1538.9672,1549.1495,A,L,0.36083704,
5831,196301300BOS,NBA,1,1963,1/30/1963,53,0,SFW,Warriors,111,1440.2866,1437.0878,35.427399,BOS,Celtics,125,1636.4633,1639.6621,A,L,0.15382248,
5831,196301300BOS,NBA,0,1963,1/30/1963,53,0,BOS,Celtics,125,1636.4633,1639.6621,55.924683,SFW,Warriors,111,1440.2866,1437.0878,H,W,0.84617752,
5832,196301300LAL,NBA,1,1963,1/30/1963,53,0,NYK,Knicks,115,1339.5492,1339.0729,25.861704,LAL,Lakers,116,1666.139,1666.6154,A,L,0.079026461,at Boston MA
